symbol,endDate,three
002107.SZ,20250630,0.46323353
002172.SZ,20250630,0.46312195
002430.SZ,20250630,0.4629414
603311.SS,20250630,0.462806
300855.SZ,20250630,0.4626879
603686.SS,20250630,0.4621243
002469.SZ,20250630,0.46198857
601600.SS,20250630,0.4617839
000589.SZ,20250630,0.4612
300132.SZ,20250630,0.46106124
600630.SS,20250630,0.46070474
688286.SS,20250630,0.46042848
605183.SS,20250630,0.4599883
002287.SZ,20250630,0.45950216
300918.SZ,20250630,0.4594062
603297.SS,20250630,0.45922852
603489.SS,20250630,0.45881093
300320.SZ,20250630,0.45842493
600997.SS,20250630,0.45838833
300487.SZ,20250630,0.4583068
600909.SS,20250630,0.45780098
600299.SS,20250630,0.4575256
600551.SS,20250630,0.45739663
002147.SZ,20220331,0.4569319
000554.SZ,20250630,0.4563501
688578.SS,20250630,0.45617294
002017.SZ,20250630,0.45587605
000783.SZ,20250630,0.45497066
688360.SS,20250630,0.4546917
002860.SZ,20250630,0.4537258
003013.SZ,20250630,0.45344383
002815.SZ,20250630,0.4533236
603680.SS,20250630,0.4531722
600682.SS,20250630,0.45305955
603009.SS,20250630,0.4528408
300413.SZ,20250630,0.45280254
002429.SZ,20250630,0.45201576
603341.SS,20250630,0.4518438
603039.SS,20250630,0.45160073
002956.SZ,20250630,0.4513827
600283.SS,20250630,0.45132697
300893.SZ,20250630,0.45123392
600873.SS,20250630,0.45107043
002939.SZ,20250630,0.45104533
002397.SZ,20250630,0.45092428
000061.SZ,20250630,0.45065606
002940.SZ,20250630,0.45061296
003006.SZ,20250630,0.45026493
000680.SZ,20250630,0.4500414
605268.SS,20250630,0.4500358
600596.SS,20250630,0.44998556
300144.SZ,20250630,0.44996786
300720.SZ,20250630,0.44870013
002880.SZ,20250630,0.44858497
002472.SZ,20250630,0.44805276
603259.SS,20250630,0.44791913
000830.SZ,20250630,0.44778967
000651.SZ,20250630,0.44775224
002432.SZ,20250630,0.44684398
600030.SS,20250630,0.44664633
603231.SS,20250630,0.44641763
002452.SZ,20250630,0.44639647
603977.SS,20250630,0.44609618
002258.SZ,20250630,0.44580078
000623.SZ,20250630,0.445688
300679.SZ,20250630,0.44531953
603032.SS,20250630,0.44531292
300870.SZ,20250630,0.44502425
002448.SZ,20250630,0.4449455
002014.SZ,20250630,0.44480848
300546.SZ,20250630,0.44471717
600559.SS,20250630,0.4436978
002372.SZ,20250630,0.44342512
002619.SZ,20210930,0.44294614
003816.SZ,20250630,0.44255406
000404.SZ,20250630,0.44209993
600595.SS,20250630,0.44170046
600177.SS,20250630,0.4413535
600796.SS,20250630,0.4410076
000895.SZ,20250630,0.44092453
000788.SZ,20250630,0.4407605
603986.SS,20250630,0.44068748
300860.SZ,20250630,0.44047183
688367.SS,20250630,0.4404708
603855.SS,20250630,0.44001567
688112.SS,20250630,0.43996412
600763.SS,20250630,0.43980098
600640.SS,20250630,0.4395684
605088.SS,20250630,0.43952394
603363.SS,20250630,0.43943655
600929.SS,20250630,0.4392078
600267.SS,20250630,0.43902856
002732.SZ,20250630,0.4382903
000019.SZ,20250630,0.43812335
002670.SZ,20250630,0.43807644
601811.SS,20250630,0.4378696
605286.SS,20250630,0.43757963
688386.SS,20250630,0.4375313
601369.SS,20250630,0.4373833
603236.SS,20250630,0.4373659
000676.SZ,20250630,0.43700606
002091.SZ,20250630,0.43692076
300470.SZ,20250630,0.43639094
301580.SZ,20250630,0.43618113
603228.SS,20250630,0.43567324
300910.SZ,20250630,0.43549132
002937.SZ,20250630,0.43540514
300007.SZ,20250630,0.43525243
601901.SS,20250630,0.43524832
002103.SZ,20250630,0.43511033
600879.SS,20250630,0.43465614
603960.SS,20250630,0.43441844
002977.SZ,20250630,0.4343012
601668.SS,20250630,0.4342606
600458.SS,20250630,0.43423325
002040.SZ,20250630,0.4341936
000758.SZ,20250630,0.43361354
600993.SS,20250630,0.4336133
002334.SZ,20250630,0.4332558
300681.SZ,20250630,0.43295687
600809.SS,20250630,0.43291265
000897.SZ,20250630,0.43244737
002422.SZ,20250630,0.4324451
002152.SZ,20250630,0.43207264
600999.SS,20250630,0.43203098
603337.SS,20250630,0.43194383
001234.SZ,20250630,0.4317177
600106.SS,20250630,0.43162853
603586.SS,20250630,0.43114597
300442.SZ,20250630,0.43081433
000528.SZ,20250630,0.4301616
603707.SS,20250630,0.43008292
002057.SZ,20250630,0.4296767
603351.SS,20250630,0.42967004
688510.SS,20250630,0.42925513
603836.SS,20250630,0.42894292
603529.SS,20250630,0.42890733
600004.SS,20250630,0.42866004
600379.SS,20250630,0.4281668
603893.SS,20250630,0.42746156
300274.SZ,20250630,0.42731112
601965.SS,20250630,0.42725706
002899.SZ,20250630,0.42709303
300824.SZ,20250630,0.42693573
300409.SZ,20250630,0.42616248
300034.SZ,20250630,0.4259972
603648.SS,20250630,0.42595375
301020.SZ,20250630,0.42581683
002724.SZ,20250630,0.42581218
603755.SS,20250630,0.42518985
300776.SZ,20250630,0.42460638
688117.SS,20250630,0.42438608
002216.SZ,20250630,0.42389
300957.SZ,20250630,0.42372894
002078.SZ,20250630,0.4235016
002643.SZ,20250630,0.42341447
002570.SZ,20250630,0.42320395
002546.SZ,20250630,0.42287248
600536.SS,20250630,0.42219245
000585.SZ,20220331,0.42205513
603551.SS,20250630,0.42197442
300866.SZ,20250630,0.42170966
600531.SS,20250630,0.42123997
600051.SS,20250630,0.4210738
600535.SS,20250630,0.42103922
002605.SZ,20250630,0.42103285
603171.SS,20250630,0.42097414
002033.SZ,20250630,0.4204148
600210.SS,20250630,0.42025137
605499.SS,20250630,0.41980982
603109.SS,20250630,0.4195735
601968.SS,20250630,0.41948116
600426.SS,20250630,0.41928238
600377.SS,20250630,0.41870487
300662.SZ,20250630,0.4185301
605179.SS,20250630,0.41848987
300833.SZ,20250630,0.41845393
300303.SZ,20250630,0.41841817
002204.SZ,20250630,0.417974
002007.SZ,20250630,0.41728252
002602.SZ,20250630,0.41705048
000153.SZ,20250630,0.4170208
002601.SZ,20250630,0.41550964
002521.SZ,20250630,0.41477948
300019.SZ,20250630,0.41447186
002895.SZ,20250630,0.41388893
002536.SZ,20250630,0.41379756
601218.SS,20250630,0.41369724
002384.SZ,20250630,0.41362053
601568.SS,20250630,0.41297078
300049.SZ,20250630,0.41290724
600048.SS,20250630,0.41281885
000823.SZ,20250630,0.4120276
600845.SS,20250630,0.4113968
001308.SZ,20250630,0.41111296
000628.SZ,20250630,0.410778
300661.SZ,20250630,0.41074467
600829.SS,20250630,0.41073376
600546.SS,20250630,0.41050196
603706.SS,20250630,0.41048867
001230.SZ,20250630,0.41036373
002035.SZ,20250630,0.41020226
600529.SS,20250630,0.41010398
601991.SS,20250630,0.40998852
605378.SS,20250630,0.4097563
300818.SZ,20250630,0.40973425
603328.SS,20250630,0.40946627
000026.SZ,20250630,0.40939134
688557.SS,20250630,0.40913665
601956.SS,20250630,0.40905797
600216.SS,20250630,0.4088573
300604.SZ,20250630,0.40882814
002797.SZ,20250630,0.40869617
300398.SZ,20250630,0.40867037
002688.SZ,20250630,0.4083376
000166.SZ,20250630,0.40797335
000042.SZ,20250630,0.40791863
603016.SS,20250630,0.40750295
603687.SS,20250630,0.40738863
605259.SS,20250630,0.4073274
600057.SS,20250630,0.40720487
600196.SS,20250630,0.40693504
605338.SS,20250630,0.4069301
002714.SZ,20250630,0.4067756
002198.SZ,20250630,0.40634978
002202.SZ,20250630,0.40628314
600824.SS,20250630,0.4061067
300452.SZ,20250630,0.405878
600449.SS,20250630,0.40571433
603713.SS,20250630,0.4053957
603023.SS,20250630,0.40474296
600613.SS,20250630,0.40463692
603920.SS,20250630,0.40448135
002378.SZ,20250630,0.40434092
300790.SZ,20250630,0.40385997
000905.SZ,20250630,0.4036187
603048.SS,20250630,0.4033218
002676.SZ,20250630,0.40330213
603058.SS,20250630,0.4030106
600768.SS,20250630,0.40289074
603809.SS,20250630,0.40287632
002380.SZ,20250630,0.40269458
600079.SS,20250630,0.40261143
000777.SZ,20250630,0.40238
600615.SS,20250630,0.40235442
001229.SZ,20250630,0.40209228
601377.SS,20250630,0.40203768
600436.SS,20250630,0.40186203
603815.SS,20250630,0.40168047
002303.SZ,20250630,0.40162587
001286.SZ,20250630,0.40155512
600563.SS,20250630,0.40065694
000502.SZ,20220331,0.40058488
600011.SS,20250630,0.4003361
605277.SS,20250630,0.40016896
002859.SZ,20250630,0.40012872
300503.SZ,20250630,0.400087
605090.SS,20250630,0.39997596
603613.SS,20250630,0.39994973
002128.SZ,20250630,0.39975923
300402.SZ,20250630,0.39974195
002868.SZ,20250630,0.39955914
002249.SZ,20250630,0.3988316
002593.SZ,20250630,0.3983277
301192.SZ,20250630,0.39817774
601880.SS,20250630,0.3976801
002443.SZ,20250630,0.39764953
000407.SZ,20250630,0.39750987
003033.SZ,20250630,0.39746904
601007.SS,20250630,0.39742458
600170.SS,20250630,0.39687693
600995.SS,20250630,0.3968444
300507.SZ,20250630,0.39673394
601002.SS,20250630,0.39668798
300595.SZ,20250630,0.39644676
600497.SS,20250630,0.3956312
300175.SZ,20250630,0.39554816
301158.SZ,20250630,0.3951568
000957.SZ,20250630,0.39481103
600373.SS,20250630,0.39458942
002850.SZ,20250630,0.39456707
300743.SZ,20250630,0.394454
603187.SS,20250630,0.39444917
688499.SS,20250630,0.39429772
600298.SS,20250630,0.39396888
300414.SZ,20250630,0.39393687
002911.SZ,20250630,0.3938315
600830.SS,20250630,0.393628
301181.SZ,20250630,0.39274085
002993.SZ,20250630,0.39262694
605296.SS,20250630,0.39256537
603508.SS,20250630,0.39249843
000045.SZ,20250630,0.3921343
600793.SS,20250630,0.39209872
603596.SS,20250630,0.3920027
600097.SS,20250630,0.39184678
002492.SZ,20250630,0.39172804
300610.SZ,20250630,0.39156204
603699.SS,20250630,0.39131433
600372.SS,20250630,0.39120257
003020.SZ,20250630,0.39088887
603110.SS,20250630,0.3907944
002957.SZ,20250630,0.39069933
002027.SZ,20250630,0.39058727
688136.SS,20250630,0.39054984
002925.SZ,20250630,0.39052308
300968.SZ,20250630,0.390472
000426.SZ,20250630,0.3902346
600325.SS,20250630,0.39020753
000999.SZ,20250630,0.38991898
300387.SZ,20250630,0.38984758
300775.SZ,20250630,0.38973564
600250.SS,20250630,0.3895061
002116.SZ,20250630,0.38945466
688093.SS,20250630,0.38892353
300543.SZ,20250630,0.38845658
688017.SS,20250630,0.3881685
600771.SS,20250630,0.3879531
603098.SS,20250630,0.38784236
300441.SZ,20250630,0.38756144
000617.SZ,20250630,0.3872962
688255.SS,20250630,0.38724065
301211.SZ,20250630,0.38700145
000779.SZ,20250630,0.38683367
000683.SZ,20250630,0.38647515
002454.SZ,20250630,0.3863606
688080.SS,20250630,0.38613695
600674.SS,20250630,0.38554734
600104.SS,20250630,0.38470483
000993.SZ,20250630,0.38461423
002836.SZ,20250630,0.38438404
000557.SZ,20250630,0.3843184
300693.SZ,20250630,0.38429463
300260.SZ,20250630,0.3841977
002881.SZ,20250630,0.3841883
002790.SZ,20250630,0.3841797
601608.SS,20250630,0.38417435
603628.SS,20250630,0.38373673
002553.SZ,20250630,0.38370943
300230.SZ,20250630,0.38333505
600171.SS,20250630,0.38322508
300832.SZ,20250630,0.38313055
002748.SZ,20250630,0.3831089
603650.SS,20250630,0.38285583
600660.SS,20250630,0.38259578
688501.SS,20250630,0.3825609
002706.SZ,20250630,0.3825485
300196.SZ,20250630,0.38234413
002532.SZ,20250630,0.38202626
688617.SS,20250630,0.38147813
601298.SS,20250630,0.3814091
300703.SZ,20250630,0.380813
600578.SS,20250630,0.38081223
603344.SS,20250630,0.3807932
000570.SZ,20250630,0.3806702
001208.SZ,20250630,0.38064367
002144.SZ,20250630,0.38037324
601628.SS,20250630,0.38019562
301606.SZ,20250630,0.37998247
000938.SZ,20250630,0.37970674
300236.SZ,20250630,0.37951124
600803.SS,20250630,0.37944406
002390.SZ,20250630,0.37934035
300247.SZ,20250630,0.3792212
603868.SS,20250630,0.37882197
600089.SS,20250630,0.37874752
300102.SZ,20250630,0.37795705
688036.SS,20250630,0.3776005
002239.SZ,20250630,0.37749064
688697.SS,20250630,0.37713563
001391.SZ,20250630,0.3765363
688682.SS,20250630,0.3764361
600558.SS,20250630,0.37528807
603321.SS,20250630,0.37510347
002971.SZ,20250630,0.3749506
600635.SS,20250630,0.37492955
000728.SZ,20250630,0.3748017
300485.SZ,20250630,0.3747177
300747.SZ,20250630,0.37450385
300285.SZ,20250630,0.37383693
600642.SS,20250630,0.3733418
002140.SZ,20250630,0.37317163
600285.SS,20250630,0.37287134
300622.SZ,20250630,0.37230217
002123.SZ,20250630,0.37226975
000063.SZ,20250630,0.37072682
600557.SS,20250630,0.37047917
603444.SS,20250630,0.37042958
601985.SS,20250630,0.37010467
002012.SZ,20250630,0.36956966
601898.SS,20250630,0.3694291
603678.SS,20250630,0.36883974
300669.SZ,20250630,0.368774
300139.SZ,20250630,0.36869848
300733.SZ,20250630,0.36845732
603799.SS,20250630,0.3678857
002008.SZ,20250630,0.36765695
603899.SS,20250630,0.36725587
301155.SZ,20250630,0.3670978
300443.SZ,20250630,0.36709577
603992.SS,20250630,0.3670559
300031.SZ,20250630,0.36699814
003017.SZ,20250630,0.36695242
600452.SS,20250630,0.36678636
603456.SS,20250630,0.36618966
688315.SS,20250630,0.36595166
688566.SS,20250630,0.36590868
002486.SZ,20250630,0.3657868
603365.SS,20250630,0.36544144
300307.SZ,20250630,0.36530542
300811.SZ,20250630,0.36504143
300717.SZ,20250630,0.365008
002607.SZ,20250630,0.364959
603917.SS,20250630,0.3638928
600795.SS,20250630,0.36285096
002919.SZ,20250630,0.3628232
603730.SS,20250630,0.3628223
000688.SZ,20250630,0.36248785
600428.SS,20250630,0.36246574
002901.SZ,20250630,0.3623662
002441.SZ,20250630,0.361736
605298.SS,20250630,0.36031246
605599.SS,20250630,0.36008102
000009.SZ,20250630,0.35999227
002352.SZ,20250630,0.35927767
603979.SS,20250630,0.3592422
600540.SS,20250630,0.35906267
601003.SS,20250630,0.35877818
000099.SZ,20250630,0.3585114
300308.SZ,20250630,0.35825616
601108.SS,20250630,0.35823393
600962.SS,20250630,0.35804516
600731.SS,20250630,0.35743016
688608.SS,20250630,0.3572542
603062.SS,20250630,0.3572359
600131.SS,20250630,0.35703284
688289.SS,20250630,0.35694516
600726.SS,20250630,0.35681087
603219.SS,20250630,0.3567698
600284.SS,20250630,0.35651726
000756.SZ,20250630,0.3562485
300631.SZ,20250630,0.35517824
688239.SS,20250630,0.3551482
600482.SS,20250630,0.35472947
603022.SS,20250630,0.35444576
603387.SS,20250630,0.35439533
300193.SZ,20250630,0.3542552
600360.SS,20250630,0.35412169
600742.SS,20250630,0.3537609
002595.SZ,20250630,0.3536362
603983.SS,20250630,0.35313487
601827.SS,20250630,0.35278636
000973.SZ,20250630,0.35187823
600354.SS,20250630,0.35179
603320.SS,20250630,0.35166776
002633.SZ,20250630,0.35163063
600391.SS,20250630,0.35151172
601990.SS,20250630,0.35149133
300748.SZ,20250630,0.35143822
300653.SZ,20250630,0.3512237
300697.SZ,20250630,0.35106945
002533.SZ,20250630,0.3502431
002941.SZ,20250630,0.35002708
000933.SZ,20250630,0.34996343
601198.SS,20250630,0.34985447
003002.SZ,20250630,0.34982008
600218.SS,20250630,0.3496424
601188.SS,20250630,0.3495347
688526.SS,20250630,0.34929633
603876.SS,20250630,0.348858
600667.SS,20250630,0.3486415
600897.SS,20250630,0.34826046
600095.SS,20250630,0.34785157
603535.SS,20250630,0.3472759
301015.SZ,20250630,0.34722644
000523.SZ,20250630,0.34707397
603080.SS,20250630,0.34674186
603017.SS,20250630,0.34645867
600838.SS,20250630,0.34624982
301491.SZ,20250630,0.34613848
000936.SZ,20250630,0.34510338
300199.SZ,20250630,0.3449583
600566.SS,20250630,0.34461105
000078.SZ,20250630,0.34449875
603093.SS,20250630,0.34436965
603948.SS,20250630,0.34320217
688484.SS,20250630,0.3430617
300814.SZ,20250630,0.3430258
002535.SZ,20250630,0.3430012
300760.SZ,20250630,0.3428737
600741.SS,20250630,0.34286737
002131.SZ,20250630,0.34264553
601788.SS,20250630,0.34245682
603798.SS,20250630,0.3423044
002317.SZ,20250630,0.3421898
002500.SZ,20250630,0.341933
000858.SZ,20250630,0.34189266
301200.SZ,20250630,0.34139365
002555.SZ,20250630,0.34082252
000338.SZ,20250630,0.34066015
002577.SZ,20250630,0.33999413
603689.SS,20250630,0.33986872
600958.SS,20250630,0.33962566
002733.SZ,20250630,0.3392918
605028.SS,20250630,0.3390268
002761.SZ,20250630,0.33901358
002124.SZ,20250630,0.33884102
600230.SS,20250630,0.3386746
603927.SS,20250630,0.33832276
002641.SZ,20250630,0.33780771
001338.SZ,20250630,0.33772916
600744.SS,20250630,0.33737504
688088.SS,20250630,0.33733332
601816.SS,20250630,0.3372506
603103.SS,20250630,0.33707446
600269.SS,20250630,0.3370731
002283.SZ,20250630,0.3365788
300699.SZ,20250630,0.33649766
300852.SZ,20250630,0.33606464
600498.SS,20250630,0.33595634
688248.SS,20250630,0.33553177
001283.SZ,20250630,0.3350212
600548.SS,20250630,0.3349098
301629.SZ,20250630,0.3348797
600287.SS,20250630,0.33460134
688097.SS,20250630,0.33448362
300788.SZ,20250630,0.3344009
300797.SZ,20250630,0.33416474
300050.SZ,20250630,0.33387744
600664.SS,20250630,0.33356655
300863.SZ,20250630,0.33309454
600689.SS,20250630,0.33300024
300964.SZ,20250630,0.33283573
688103.SS,20250630,0.33267403
000801.SZ,20250630,0.33234346
301539.SZ,20250630,0.33212197
000065.SZ,20250630,0.33203423
300484.SZ,20250630,0.33199477
001896.SZ,20250630,0.33178407
600461.SS,20250630,0.33178127
603859.SS,20250630,0.33160233
002767.SZ,20250630,0.33064407
002371.SZ,20250630,0.33062857
002333.SZ,20250630,0.33034354
000529.SZ,20250630,0.33019
002244.SZ,20250630,0.33017492
600872.SS,20250630,0.3299203
603369.SS,20250630,0.32973903
603757.SS,20250630,0.32967442
603308.SS,20250630,0.32967186
600098.SS,20250630,0.32945162
688757.SS,20250630,0.32930815
002191.SZ,20250630,0.3291567
300784.SZ,20250630,0.3290859
002603.SZ,20250630,0.329082
002126.SZ,20250630,0.32868874
002392.SZ,20250630,0.32864392
300979.SZ,20250630,0.3285616
300623.SZ,20250630,0.32819802
600488.SS,20250630,0.3277998
600826.SS,20250630,0.32767147
001226.SZ,20250630,0.32703567
300482.SZ,20250630,0.32697707
603663.SS,20250630,0.32660872
300759.SZ,20250630,0.32558763
603683.SS,20250630,0.32545042
688305.SS,20250630,0.32541776
301209.SZ,20250630,0.32537562
603505.SS,20250630,0.32532406
300488.SZ,20250630,0.32505685
300960.SZ,20250630,0.32497823
688777.SS,20250630,0.32474
002975.SZ,20250630,0.32383436
300809.SZ,20250630,0.3235234
002551.SZ,20250630,0.32344598
688517.SS,20250630,0.32301384
688718.SS,20250630,0.32208276
605108.SS,20250630,0.32167011
605166.SS,20250630,0.32127583
001231.SZ,20250630,0.32120633
603588.SS,20250630,0.3211466
000672.SZ,20250630,0.32111
002928.SZ,20250630,0.3208028
605196.SS,20250630,0.32047403
600918.SS,20250630,0.32002622
300626.SZ,20250630,0.3185888
688085.SS,20250630,0.3185886
603383.SS,20250630,0.3184471
603601.SS,20250630,0.31834215
002739.SZ,20250630,0.31808
600985.SS,20250630,0.3176397
000913.SZ,20250630,0.31724477
605168.SS,20250630,0.31689477
002145.SZ,20250630,0.31682026
002788.SZ,20250630,0.31674916
300150.SZ,20250630,0.31633872
000729.SZ,20250630,0.3161931
600728.SS,20250630,0.31611657
603738.SS,20250630,0.31600446
600965.SS,20250630,0.31544238
600611.SS,20250630,0.31536567
002013.SZ,20220930,0.31500858
603239.SS,20250630,0.31494492
000598.SZ,20250630,0.31485355
601116.SS,20250630,0.3143139
003000.SZ,20250630,0.31400186
600853.SS,20250630,0.31385803
002112.SZ,20250630,0.3137396
600699.SS,20250630,0.31342947
300206.SZ,20250630,0.31336886
688676.SS,20250630,0.3127082
000157.SZ,20250630,0.31245267
603806.SS,20250630,0.31219828
600161.SS,20250630,0.3119961
002565.SZ,20250630,0.31192404
600717.SS,20250630,0.31191468
600789.SS,20250630,0.3118875
002867.SZ,20250630,0.31182992
301018.SZ,20250630,0.31130964
002020.SZ,20250630,0.3105415
300709.SZ,20250630,0.31040502
002150.SZ,20250630,0.31030422
300174.SZ,20250630,0.31023568
688019.SS,20250630,0.3101893
300963.SZ,20250630,0.31001014
002023.SZ,20250630,0.30996633
301565.SZ,20250630,0.30953485
600206.SS,20250630,0.30951113
300992.SZ,20250630,0.30946028
300848.SZ,20250630,0.30938566
600305.SS,20250630,0.30912882
603708.SS,20250630,0.30883217
688363.SS,20250630,0.3086785
300354.SZ,20250630,0.3082282
605255.SS,20250630,0.30822498
002444.SZ,20250630,0.30809277
300499.SZ,20250630,0.30793875
000681.SZ,20250630,0.30786377
688356.SS,20250630,0.30783707
688233.SS,20250630,0.3076712
603662.SS,20250630,0.3076157
603916.SS,20250630,0.307454
600575.SS,20250630,0.30728507
601702.SS,20250630,0.30710983
688309.SS,20250630,0.3069892
002081.SZ,20250630,0.30684406
003039.SZ,20250630,0.3067292
003036.SZ,20250630,0.3066976
002832.SZ,20250630,0.3066246
688377.SS,20250630,0.30645835
600729.SS,20250630,0.30644464
300401.SZ,20250630,0.3064139
301009.SZ,20250630,0.3063302
000983.SZ,20250630,0.30624884
605111.SS,20250630,0.30621564
300690.SZ,20250630,0.3060587
000568.SZ,20250630,0.30580044
000923.SZ,20250630,0.3057993
600697.SS,20250630,0.30565703
601100.SS,20250630,0.3048206
002913.SZ,20250630,0.30480635
603331.SS,20250630,0.3047377
000603.SZ,20250630,0.30457807
300400.SZ,20250630,0.3045143
300146.SZ,20250630,0.30418253
688508.SS,20250630,0.3040837
601918.SS,20250630,0.30400407
603969.SS,20250630,0.30392534
600628.SS,20250630,0.30363613
002061.SZ,20250630,0.3032773
688636.SS,20250630,0.30322194
002561.SZ,20250630,0.30259776
000850.SZ,20250630,0.30240458
300787.SZ,20250630,0.30207413
603081.SS,20250630,0.30206448
605060.SS,20250630,0.30182236
003003.SZ,20250630,0.30169427
688057.SS,20250630,0.30148888
002263.SZ,20250630,0.3011816
600056.SS,20250630,0.30109137
600981.SS,20250630,0.30103946
603309.SS,20250630,0.30064595
002933.SZ,20250630,0.30007488
600724.SS,20250630,0.29964513
600179.SS,20250630,0.29948473
603500.SS,20250630,0.29931217
300142.SZ,20250630,0.2992648
300235.SZ,20250630,0.29909933
002332.SZ,20250630,0.29895085
301010.SZ,20250630,0.29887515
300689.SZ,20250630,0.29864484
688235.SS,20250630,0.29851365
300978.SZ,20250630,0.2983762
300668.SZ,20250630,0.29832435
300950.SZ,20250630,0.29823846
300171.SZ,20250630,0.29815108
003001.SZ,20250630,0.29797298
002149.SZ,20250630,0.29697996
000661.SZ,20250630,0.29659462
300376.SZ,20250630,0.2964899
002224.SZ,20250630,0.2963311
000837.SZ,20250630,0.2960016
002106.SZ,20250630,0.2956459
603195.SS,20250630,0.29537618
000733.SZ,20250630,0.29534072
300140.SZ,20250630,0.29478884
600310.SS,20250630,0.293559
600970.SS,20250630,0.2935542
688519.SS,20250630,0.29348212
300465.SZ,20250630,0.2933886
002065.SZ,20250630,0.2932483
000712.SZ,20250630,0.29314888
000531.SZ,20250630,0.29312068
002630.SZ,20250630,0.29305398
002497.SZ,20250630,0.29280996
688013.SS,20250630,0.29274404
601869.SS,20250630,0.2924685
003011.SZ,20250630,0.2924325
300432.SZ,20250630,0.29177493
000055.SZ,20250630,0.2912019
601319.SS,20250630,0.29083663
603214.SS,20250630,0.29064292
603008.SS,20250630,0.29063594
603788.SS,20250630,0.2905997
603015.SS,20250630,0.29051805
600369.SS,20250630,0.2901652
603020.SS,20250630,0.29008722
688468.SS,20250630,0.29003626
603192.SS,20250630,0.28994715
600967.SS,20250630,0.28963262
600339.SS,20250630,0.28961396
688621.SS,20250630,0.28961116
001212.SZ,20250630,0.28960288
600026.SS,20250630,0.2892055
601579.SS,20250630,0.28885156
002164.SZ,20250630,0.28878433
002066.SZ,20250630,0.28842318
002462.SZ,20250630,0.2883473
603739.SS,20250630,0.28833884
000963.SZ,20250630,0.2880597
688330.SS,20250630,0.28805184
601200.SS,20250630,0.2880385
000967.SZ,20250630,0.28803623
002445.SZ,20250630,0.28760427
002414.SZ,20250630,0.28756392
002540.SZ,20250630,0.287427
300771.SZ,20250630,0.28726107
002056.SZ,20250630,0.28708482
002353.SZ,20250630,0.28696615
002365.SZ,20250630,0.28684145
600673.SS,20250630,0.28676337
601099.SS,20250630,0.2866825
300629.SZ,20250630,0.28640747
600064.SS,20250630,0.28633022
002034.SZ,20250630,0.2859717
002708.SZ,20250630,0.2858603
002830.SZ,20250630,0.28551894
002935.SZ,20250630,0.28551078
600493.SS,20250630,0.28524715
000931.SZ,20250630,0.2852379
000062.SZ,20250630,0.28511953
002592.SZ,20250630,0.28498393
603817.SS,20250630,0.28493595
000990.SZ,20250630,0.2846715
000878.SZ,20250630,0.28466278
600720.SS,20250630,0.28433287
300035.SZ,20250630,0.28419542
605228.SS,20250630,0.28401446
600141.SS,20250630,0.28395134
601808.SS,20250630,0.28353095
688516.SS,20250630,0.28352493
600975.SS,20250630,0.28347415
601595.SS,20250630,0.28335333
002583.SZ,20250630,0.28324634
600508.SS,20250630,0.28305387
603233.SS,20250630,0.2826131
603938.SS,20250630,0.28242832
002437.SZ,20250630,0.2824278
000559.SZ,20250630,0.28241062
600313.SS,20250630,0.28227752
001238.SZ,20250630,0.28199756
688596.SS,20250630,0.28190434
002108.SZ,20250630,0.2817781
600582.SS,20250630,0.28176773
603066.SS,20250630,0.2814399
605162.SS,20250630,0.28119576
002293.SZ,20250630,0.28066754
000403.SZ,20250630,0.28059536
002825.SZ,20250630,0.28036183
600769.SS,20250630,0.28032213
605009.SS,20250630,0.28010464
603858.SS,20250630,0.28002238
000576.SZ,20250630,0.2799946
603890.SS,20250630,0.2797435
600021.SS,20250630,0.2794106
002824.SZ,20250630,0.27925646
600866.SS,20250630,0.27907455
601886.SS,20250630,0.27893472
300041.SZ,20250630,0.2787723
603086.SS,20250630,0.27856088
300617.SZ,20250630,0.2784835
000567.SZ,20250630,0.27840853
300263.SZ,20250630,0.27823007
002624.SZ,20250630,0.27819455
600239.SS,20250630,0.2779886
300534.SZ,20250630,0.277874
600020.SS,20250630,0.27741444
001300.SZ,20250630,0.27706742
603926.SS,20250630,0.27695692
600233.SS,20250630,0.27693212
600906.SS,20250630,0.2767784
603229.SS,20250630,0.2763418
603590.SS,20250630,0.27606785
002010.SZ,20250630,0.27578628
002388.SZ,20250630,0.2756214
600182.SS,20250630,0.2755853
002625.SZ,20250630,0.27557307
002666.SZ,20250630,0.27534568
600248.SS,20250630,0.27516955
603527.SS,20250630,0.2749262
003037.SZ,20250630,0.27455652
000910.SZ,20250630,0.27445757
000030.SZ,20250630,0.27445132
002139.SZ,20250630,0.2741993
002927.SZ,20250630,0.27412564
300420.SZ,20250630,0.27407086
000780.SZ,20210930,0.27400315
003041.SZ,20250630,0.27379012
300758.SZ,20250630,0.27363378
601778.SS,20250630,0.27357966
603833.SS,20250630,0.2733515
605566.SS,20250630,0.27317357
600166.SS,20250630,0.27277893
002336.SZ,20250331,0.27267015
603717.SS,20250630,0.2717992
300652.SZ,20250630,0.27169412
301021.SZ,20250630,0.27168489
603124.SS,20250630,0.27136397
688607.SS,20250630,0.2712704
603950.SS,20250630,0.27058297
002247.SZ,20250630,0.27050346
300739.SZ,20250630,0.27036607
300829.SZ,20250630,0.27028573
688767.SS,20250630,0.27014756
300347.SZ,20250630,0.27013743
603059.SS,20250630,0.2701074
000860.SZ,20250630,0.2699436
605188.SS,20250630,0.26993543
